Navegadores;solution_20170108_firefox_50_1_0_macs;solution_20170108_safari_10_0_2_macs;solution_20170108_firefox_47_0_linuxes;solution_20170108_chromium_51_0_2704_79_linuxes;solution_20170108_firefox_50_1_0_androids;solution_20170108_chrome_55_0_2883_95_macs;solution_20170108_edge_14_14393;solution_20170108_chrome_55_0_2883_87_windows
Navegadores;solution_20170108_firefox_50_1_0_macs;solution_20170108_safari_10_0_2_macs;solution_20170108_firefox_47_0_linuxes;solution_20170108_chromium_51_0_2704_79_linuxes;solution_20170108_firefox_50_1_0_androids;solution_20170108_chrome_55_0_2883_95_macs;solution_20170108_edge_14_14393;solution_20170108_chrome_55_0_2883_87_windows
RMdSPE;1,1442762103810438;2,934158422022273;0,896725722134728;1,1170292495728547;1,0358787471891466;1000000;3,139883164408733;1,4411195229073734
RMdSPE;0,9720329860352501;2,9547105549339965;1,1245455828588262;0,9178514677497422;0,9099598366354412;1000000;14,929988418509923;0,8972534224925066
RMdSPE;0,7809554885632053;18,325540075393295;1,2717954652130448;1000000;0,8504318756767641;1000000;3,8291387801578427;1000000
RMdSPE;0,8892516452844927;4,084411357817197;0,8482783377476258;1000000;0,8375197113152524;1,3639429319961769;5,503348843665769;0,9584844626668021
RMdSPE;0,8079517230699765;3,2531466824938646;1,0501004276630825;1000000;1,2030544884535697;1,095755692040257;9,30859297216701;1000000
RMdSPE;1,3400942137964864;3,1250652533682906;1,0137583397440817;0,8908033300201673;0,9544761561783605;1000000;3,42747717522577;1000000
RMdSPE;0,8546242504655417;16,665104295682582;0,9244642047206532;0,8371927906090674;0,9132516239389522;1000000;2,912722529335911;1000000
RMdSPE;0,8403945773206863;26,430107596351785;0,8237054004508436;0,8771733580256794;0,9392056406219809;1000000;3,8913283051973693;1000000
RMdSPE;1,331908623287115;3,049965297166386;0,9275069013945797;1000000;1,4536896619034603;1000000;3,904418408363291;0,7709095892144515
RMdSPE;0,7734391624067117;3,289817338996183;0,9809158992979236;1000000;1,2465245381411543;1000000;3,396427931157695;1,5730837306529732
Navegadores;solution_20170108_firefox_50_1_0_macs;solution_20170108_safari_10_0_2_macs;solution_20170108_firefox_47_0_linuxes;solution_20170108_chromium_51_0_2704_79_linuxes;solution_20170108_firefox_50_1_0_androids;solution_20170108_chrome_55_0_2883_95_macs;solution_20170108_edge_14_14393;solution_20170108_chrome_55_0_2883_87_windows
sMAPE;1,3009886435713807;3,843403682026396;1,1527302706649936;1,3986080846030862;1,2442521315823332;1000000;3,668423394959215;1,7189507634536338
sMAPE;1,1058699823979148;2,8448870100346086;1,4173324100419697;1,0766317363500946;1,1835986176300908;1000000;13,073846544904624;1,0882016821493312
sMAPE;1,0921722299245897;16,9476778986056;1,5025448255629827;1000000;1,1017177372843487;1000000;3,6694343178455053;1000000
sMAPE;1,0947103448870468;3,829003128506959;1,0670744718260483;1000000;1,0781049010283208;1,809821111250074;5,380700212875653;1,123565564149646
sMAPE;1,0321380469327317;5,822269841584042;1,1802988600709197;1000000;1,3974123103620715;1,274235989693066;7,355349909971879;1000000
sMAPE;1,5710922510445025;5,742976064396693;1,218135157523115;1,0839175061458577;1,200499030806821;1000000;5,936147191004161;1000000
sMAPE;1,0518224877060722;14,535195038179502;1,122801573950296;1,0530516593175185;1,1398145660924268;1000000;4,657867895927335;1000000
sMAPE;1,0528236425647088;21,768704627405324;1,0996508533613543;1,0564278613523579;1,0721863244636685;1000000;7,352853932931804;1000000
sMAPE;1,6226494466563146;5,2326963031071445;1,13642020585903;1000000;1,7817108575286476;1000000;4,475037338817528;1,0412823566032492
sMAPE;1,0438614949285776;5,955543421768273;1,2878703886250789;1000000;1,5482972175863858;1000000;5,521020046902903;2,2769412987616375
Navegadores;solution_20170108_firefox_50_1_0_macs;solution_20170108_safari_10_0_2_macs;solution_20170108_firefox_47_0_linuxes;solution_20170108_chromium_51_0_2704_79_linuxes;solution_20170108_firefox_50_1_0_androids;solution_20170108_chrome_55_0_2883_95_macs;solution_20170108_edge_14_14393;solution_20170108_chrome_55_0_2883_87_windows
sMdAPE;1,1394393877065923;2,9020854222368575;0,8927230833766915;1,1233030614517363;1,0305411687152686;1000000;3,158030275775431;1,4323562913805414
sMdAPE;0,9767802993908365;2,9703774890315726;1,128307406851257;0,9145527697188935;0,9058384535792559;1000000;13,892885332909778;0,9012968810485196
sMdAPE;0,7840169000693827;16,787353480554795;1,2793390440010608;1000000;0,8540634897544588;1000000;3,8208762181752958;1000000
sMdAPE;0,8906813915411327;4,0026686317124724;0,8446956526270601;1000000;0,8340271404656927;1,3733085041344995;5,40053560931184;0,9585519161035179
sMdAPE;0,8112288919753547;3,296505847506121;1,0521161771857495;1000000;1,1958610583842892;1,091529982454261;8,894611386934152;1000000
sMdAPE;1,3337483065211957;3,1328554748786432;1,018923048433617;0,8947887339394563;0,9590531228697986;1000000;3,4872393414628355;1000000
sMdAPE;0,8582918355487242;15,383284123999717;0,9287572187386521;0,8407119806549824;0,9153906213629004;1000000;2,883505004333809;1000000
sMdAPE;0,8368780384935425;23,34504706721044;0,8271118830751741;0,8803065958206122;0,9436369865241961;1000000;3,9685428202311357;1000000
sMdAPE;1,3274725126218498;3,0886866504506547;0,9318282872311878;1000000;1,4521378768787745;1000000;3,8521489990098736;0,7738925953282545
sMdAPE;0,7704596440977162;3,340475184372874;0,9857505914373398;1000000;1,2449280364848387;1000000;3,4053459469940157;1,584540359253958
Navegadores;solution_20170108_firefox_50_1_0_macs;solution_20170108_safari_10_0_2_macs;solution_20170108_firefox_47_0_linuxes;solution_20170108_chromium_51_0_2704_79_linuxes;solution_20170108_firefox_50_1_0_androids;solution_20170108_chrome_55_0_2883_95_macs;solution_20170108_edge_14_14393;solution_20170108_chrome_55_0_2883_87_windows
MASE;1,33369991473447;3,642150401573385;1,1703814587830408;1,3938391325702382;1,2338249011999955;1000000;3,565240531164426;1,66053838557455
MASE;1,1701862052145826;2,9481752928947653;1,372690796812278;1,0952865986546272;1,21425562459804;1000000;13,339803611437315;1,1168607411384817
MASE;1,1467003052213798;17,766387440957477;1,5030745699851835;1000000;1,1523604916984425;1000000;3,69788007821736;1000000
MASE;1,1131713418698026;4,1045625049417005;1,0981275561155128;1000000;1,1261225945590214;1,743512989240349;5,621861374984698;1,146873191695835
MASE;1,0684315290364106;5,0752130470289085;1,2080001368298645;1000000;1,4622674960833186;1,278311462639008;7,441771762416205;1000000
MASE;1,6301866952924933;4,964651386493592;1,2829322009191744;1,1022200014194345;1,224481044182195;1000000;5,191890795773866;1000000
MASE;1,091254431104809;15,002064547794113;1,1694180808530013;1,1020909840588227;1,1399823116211314;1000000;4,166759108849088;1000000
MASE;1,0996833405424626;23,77665937280403;1,1527025632065762;1,1002007597611883;1,1027592866775617;1000000;6,267998461734481;1000000
MASE;1,6200353305887736;4,605724592178743;1,1983294672966789;1000000;1,7813295716210282;1000000;4,311691474921997;1,0893889094258122
MASE;1,0982213945886923;5,164301070087033;1,3094155109476637;1000000;1,5461002381401574;1000000;4,935375542898259;2,1605184505538366
Navegadores;solution_20170108_firefox_50_1_0_macs;solution_20170108_safari_10_0_2_macs;solution_20170108_firefox_47_0_linuxes;solution_20170108_chromium_51_0_2704_79_linuxes;solution_20170108_firefox_50_1_0_androids;solution_20170108_chrome_55_0_2883_95_macs;solution_20170108_edge_14_14393;solution_20170108_chrome_55_0_2883_87_windows
RMSSE;1,6810553907467711;4,367405264867625;1,4686011064480637;1,7481624207963593;1,5285544590525892;1000000;4,172020262398755;2,010616727350482
RMSSE;1,4987189511794523;3,420373830077145;1,7065686039907042;1,370065714965791;1,5469548275608833;1000000;15,366442508157267;1,4306294132027149
RMSSE;1,5309891392765065;21,509676702561762;1,8250399963329988;1000000;1,4987273250712216;1000000;4,222906445621293;1000000
RMSSE;1,409482193678627;4,801654500056059;1,3973314378897386;1000000;1,4703677057166038;2,159520021731987;6,351717246217201;1,4353478931872086
RMSSE;1,394088742200273;6,702685879872297;1,5116320195161366;1000000;1,8423558264705384;1,5718944439890556;8,079948130036273;1000000
RMSSE;2,0838493727668728;6,642928140480824;1,6550808880659518;1,3884198231433336;1,54594357574511;1000000;6,825606742495795;1000000
RMSSE;1,3956101573108242;17,214319061245774;1,4717293792646295;1,4630756580008373;1,4110418012642596;1000000;5,37640699114577;1000000
RMSSE;1,456607256740142;28,248904159078045;1,53091505653253;1,433762765040724;1,3976335245286324;1000000;8,201552589321805;1000000
RMSSE;2,0119525387037567;6,047400053103402;1,5962167255058994;1000000;2,1952737059855534;1000000;5,034308060868128;1,4397397892619395
RMSSE;1,4613282776864553;6,852072110727513;1,6605824972200434;1000000;1,9329853767344014;1000000;6,303508363618268;2,6552873132123707
Navegadores;solution_20170108_firefox_50_1_0_macs;solution_20170108_safari_10_0_2_macs;solution_20170108_firefox_47_0_linuxes;solution_20170108_chromium_51_0_2704_79_linuxes;solution_20170108_firefox_50_1_0_androids;solution_20170108_chrome_55_0_2883_95_macs;solution_20170108_edge_14_14393;solution_20170108_chrome_55_0_2883_87_windows
MdASE;1,1498364893325133;3,200807264607208;0,9117420217282639;1,1258473613681392;1,0317312878995692;1000000;3,3879608270455863;1,4806892615722473
MdASE;0,9520507932679838;2,8619392813886773;1,1639473196881651;0,9466175422287401;0,9887278392614615;1000000;14,993796976706669;0,9390836525726949
MdASE;0,8245415804441556;18,266133752694696;1,3725956893506992;1000000;0,8524913055636034;1000000;3,972827778347183;1000000
MdASE;0,9372185560954458;4,235984911395746;0,8376369564759986;1000000;0,8559025997518603;1,560142681883222;5,772792179132994;0,9757714538390303
MdASE;0,8400547101710153;3,6879271293223956;1,0224755061191204;1000000;1,1805015890376807;1,149366847434695;8,254073829667753;1000000
MdASE;1,3276236956178284;3,597074302529137;1,0447401422452924;0,9261840387248561;1,0394150433019522;1000000;3,725172841709221;1000000
MdASE;0,8828206687548568;16,734940763335416;0,9529129694043004;0,8759204323848322;0,9955534174303236;1000000;3,309099258452058;1000000
MdASE;0,9027593869751396;26,399659947565528;0,8949491334164528;0,8206148585011095;0,934326109513578;1000000;4,667186731949412;1000000
MdASE;1,3448446990903247;3,5407785825932603;0,9349357094293134;1000000;1,5195081046731778;1000000;4,09026626063695;0,8184474512488844
MdASE;0,7957382843648798;3,7905405145433795;1,0832187044628356;1000000;1,2629962648870863;1000000;3,6719868138832044;1,977093610701044
